iter	Passed	Remaining
3220	178445	484145
3221	178516	484131
3222	178602	484159
3223	178667	484130
3224	178734	484106
3225	178782	484030
3226	178784	483831
3227	178868	483853
3228	178911	483763
3229	178980	483745
3230	179067	483777
3231	179158	483815
3232	179241	483836
3233	179333	483878
3234	179334	483675
3235	179337	483479
3236	179422	483502
3237	179424	483303
3238	179430	483116
3239	179431	482914
3240	179438	482730
3241	179529	482768
3242	179611	482785
3243	179688	482788
3244	179764	482788
3245	179854	482825
3246	179925	482812
3247	180007	482828
3248	180009	482630
3249	180070	482588
3250	180071	482388
3251	180072	482187
3252	180075	481992
3253	180077	481792
3254	180153	481792
3255	180237	481813
3256	180304	481790
3257	180380	481790
3258	180458	481794
3259	180479	481648
3260	180558	481656
3261	180633	481652
3262	180634	481451
3263	180635	481250
3264	180700	481222
3265	180724	481083
3266	180802	481087
3267	180870	481065
3268	180874	480875
3269	180955	480888
3270	181029	480881
3271	181030	480683
3272	181108	480686
3273	181178	480669
3274	181272	480718
3275	181273	480518
3276	181274	480318
3277	181351	480321
3278	181425	480314
3279	181497	480305
3280	181501	480112
3281	181582	480126
3282	181619	480023
3283	181631	479851
3284	181718	479881
3285	181813	479930
3286	181814	479732
3287	181892	479735
3288	181896	479546
3289	181899	479352
3290	181922	479211
3291	181943	479067
3292	182027	479087
3293	182095	479064
3294	182176	479076
3295	182262	479103
3296	182274	478932
3297	182317	478845
3298	182398	478858
3299	182444	478777
3300	182533	478810
3301	182618	478834
3302	182619	478637
3303	182693	478630
3304	182716	478489
3305	182717	478292
3306	182807	478329
3307	182857	478260
3308	182859	478064
3309	182935	478062
3310	183025	478099
3311	183096	478086
3312	183134	477985
3313	183210	477982
3314	183212	477789
3315	183295	477807
3316	183369	477799
3317	183371	477605
3318	183439	477582
3319	183514	477580
3320	183557	477491
3321	183633	477491
3322	183712	477498
3323	183713	477301
3324	183803	477336
3325	183890	477364
3326	183892	477170
3327	183893	476974
