iter	RMSE
3218	1.158937496
3219	1.158937496
3220	1.158937496
3221	1.158937496
3222	1.158937496
3223	1.158937496
3224	1.158937496
3225	1.158937496
3226	1.158937496
3227	1.158937496
3228	1.158937496
3229	1.158937496
3230	1.158937496
3231	1.158937496
3232	1.158937496
3233	1.158937496
3234	1.158937496
3235	1.158937496
3236	1.158937496
3237	1.158937496
3238	1.158937496
3239	1.158937496
3240	1.158937496
3241	1.158937496
3242	1.158937496
3243	1.158937496
3244	1.158937496
3245	1.158937496
3246	1.158937496
3247	1.158937496
3248	1.158937496
3249	1.158937496
3250	1.158937496
3251	1.158937496
3252	1.158937496
3253	1.158937496
3254	1.158937496
3255	1.158937496
3256	1.158937496
3257	1.158937496
3258	1.158937496
3259	1.158937496
3260	1.158937496
3261	1.158937496
3262	1.158937496
3263	1.158937496
3264	1.158937496
3265	1.158937496
3266	1.158937496
3267	1.158937496
3268	1.158937496
3269	1.158937496
3270	1.158937496
3271	1.158937496
3272	1.158937496
3273	1.158937496
3274	1.158937496
3275	1.158937496
3276	1.158937496
3277	1.158937496
3278	1.158937496
3279	1.158937496
3280	1.158937496
3281	1.158937496
3282	1.158937496
3283	1.158937496
3284	1.158937496
3285	1.158937496
3286	1.158937496
3287	1.158937496
3288	1.158937496
3289	1.158937496
3290	1.158937496
3291	1.158937496
3292	1.158937496
3293	1.158937496
3294	1.158937496
3295	1.158937496
3296	1.158937496
3297	1.158937496
3298	1.158937496
3299	1.158937496
3300	1.158937496
3301	1.158937496
3302	1.158937496
3303	1.158937496
3304	1.158937496
3305	1.158937496
3306	1.158937496
3307	1.158937496
3308	1.158937496
3309	1.158937496
3310	1.158937496
3311	1.158937496
3312	1.158937496
3313	1.158937496
3314	1.158937496
3315	1.158937496
3316	1.158937496
3317	1.158937496
3318	1.158937496
3319	1.158937496
3320	1.158937496
3321	1.158937496
3322	1.158937496
3323	1.158937496
3324	1.158937496
3325	1.158937496
3326	1.158937496
3327	1.158937496
